Items, Size, Frequency, Support, Score
Grapefruit Juice, 1, 5217, 0.001200433232833195, 1.0
Organic Milk Chocolate Peanut Butter Cups, 1, 5215, 0.001199973032245565, 1.0
Original Citrus Sparkling Flavored Soda, 1, 5207, 0.0011981322298950444, 1.0
Raspberry on the Bottom Nonfat Greek Yogurt, 1, 5205, 0.0011976720293074142, 1.0
Sharp Cheddar Thick Slices Cheese, 1, 5205, 0.0011976720293074142, 1.0
Cream Top Smooth & Creamy Maple Yogurt, 1, 5204, 0.0011974419290135992, 1.0
Grassmilk 2% Reduced Fat Milk, 1, 5204, 0.0011974419290135992, 1.0
Organic Zucchini Spirals, 1, 5198, 0.0011960613272507087, 1.0
Organic Gluten Free Non-Dairy Beans & Rice Burrito, 1, 5195, 0.0011953710263692635, 1.0
Pink Lady Apple Kombucha, 1, 5186, 0.001193300123724928, 1.0
Organic Tomato Basil Sauce, 1, 5180, 0.0011919195219620377, 1.0
Original Whole Fat Lactose Free Milk, 1, 5172, 0.001190078719611517, 1.0
Blueberry Whole Milk Yogurt Pouch, 1, 5167, 0.0011889282181424417, 1.0
Organic Yukon Select Fries, 1, 5161, 0.0011875476163795513, 1.0
Organic Ezekiel 49 Bread Cinnamon Raisin, 1, 5158, 0.001186857315498106, 1.0
100% Recycled Bath Tissue Rolls, 1, 5156, 0.001186397114910476, 1.0
Organic Pears, Peas and Broccoli Puree Stage 1, 1, 5148, 0.0011845563125599556, 1.0
Pitted Dates, 1, 5147, 0.0011843262122661405, 1.0
Oreo Chocolate Sandwich Cookies, 1, 5146, 0.0011840961119723254, 1.0
Creamy Deluxe Shells & Real Aged Cheddar Sauce, 1, 5144, 0.0011836359113846953, 1.0
Lemon Verbena Hand Soap, 1, 5142, 0.0011831757107970652, 1.0
Everything Deli Style Pretzel Crisps Crackers, 1, 5141, 0.00118294561050325, 1.0
Organic YoBaby Vanilla Yogurt, 1, 5141, 0.00118294561050325, 1.0
smartwater® Electrolyte Enhanced Water, 1, 5137, 0.0011820252093279898, 1.0
Organic Refried Black Beans, 1, 5130, 0.0011804145072712843, 1.0
Traditional Refried Beans, 1, 5130, 0.0011804145072712843, 1.0
Heavy Cream, 1, 5129, 0.0011801844069774692, 1.0
Uncured Beef Hot Dogs, 1, 5124, 0.0011790339055083939, 1.0
Multigrain Oat Bread, 1, 5123, 0.0011788038052145788, 1.0
Instant Oatmeal Variety Pack, 1, 5122, 0.0011785737049207637, 1.0
Fuji Apples, 1, 5120, 0.0011781135043331336, 1.0
Old Fashioned Rolled Oats, 1, 5120, 0.0011781135043331336, 1.0
Cannellini White Kidney Beans No Salt Added, 1, 5119, 0.0011778834040393187, 1.0
Organic Mini Homestyle Waffles, 1, 5113, 0.0011765028022764283, 1.0
Free & Clear Natural Laundry Detergent For Sensitive Skin, 1, 5108, 0.001175352300807353, 1.0
Rotini Pasta, 1, 5100, 0.0011735114984568324, 1.0
Vanilla Bean Light Ice Cream, 1, 5096, 0.001172591097281572, 1.0
Goldfish Cheddar Baked Snack Crackers Multi Packs, 1, 5091, 0.0011714405958124967, 1.0
Yoghurt Blueberry, 1, 5085, 0.0011700599940496065, 1.0
Pizza Sauce, 1, 5082, 0.0011693696931681613, 1.0
Sweet Rolls, 1, 5081, 0.0011691395928743462, 1.0
Uncured, No Sugar, Hickory Smoked Bacon, 1, 5076, 0.0011679890914052709, 1.0
80% Lean Ground Beef, 1, 5073, 0.0011672987905238256, 1.0
Organic Low Fat Chocolate Milk, 1, 5072, 0.0011670686902300106, 1.0
Organic Skim Milk, 1, 5071, 0.0011668385899361955, 1.0
Hamburger Buns, 1, 5064, 0.00116522788787949, 1.0
Honey Wheat Enriched Bread, 1, 5062, 0.0011647676872918599, 1.0
Natural Artesian Bottled Water, 1, 5057, 0.0011636171858227845, 1.0
Light Multi-Grain English Muffins, 1, 5046, 0.001161086082590819, 1.0
Organic 1% Milk, 1, 5044, 0.0011606258820031888, 1.0
Petite Brussels Sprouts, 1, 5044, 0.0011606258820031888, 1.0
Soy Free Buttery Spread, 1, 5026, 0.0011564840767145175, 1.0
Bar, Toffee & Almonds in Milk Chocolate, 1, 5023, 0.0011557937758330723, 1.0
Organic Fancy Shredded Mozzarella Cheese, 1, 5009, 0.0011525723717196615, 1.0
Organic Acai Berry Smoothie Packs, 1, 5004, 0.0011514218702505861, 1.0
Nectarines, 1, 5000, 0.0011505014690753258, 1.0
Banana, Organic Strawberries, 2, 58330, 0.013421750138232751, 1.7438013992880927
Banana, Organic Baby Spinach, 2, 53395, 0.012286205188255404, 1.747659256393881
Banana, Organic Hass Avocado, 2, 32169, 0.007402096351736832, 1.1998724427902996
Banana, Organic Avocado, 2, 55611, 0.012796107439349589, 2.4869239814249076
Banana, Large Lemon, 2, 43038, 0.009903056445212775, 2.205137411650948
Banana, Strawberries, 2, 43180, 0.009935730686934515, 2.3803962751302086
Banana, Limes, 2, 33103, 0.007617010026160102, 1.8595321300679595
Banana, Organic Whole Milk, 2, 32685, 0.007520828103345405, 1.8855096542168475
Banana, Organic Raspberries, 2, 23791, 0.005474316090154216, 1.3744598194257134
Banana, Organic Yellow Onion, 2, 17374, 0.003997762504742942, 1.21594052871359
Banana, Organic Garlic, 2, 19821, 0.004560817923708407, 1.4332191635666867
Banana, Carrots, 2, 17090, 0.0039324140212994635, 1.263933946700835
Banana, Organic Zucchini, 2, 20257, 0.004661141651811775, 1.5253102358327515
Banana, Organic Blueberries, 2, 19907, 0.004580606548976502, 1.5615539904758216
Banana, Cucumber Kirby, 2, 32840, 0.00755649364888674, 2.7129016661079204
Banana, Organic Fuji Apple, 2, 35153, 0.008088715628480986, 3.117784689650108
Banana, Organic Lemon, 2, 11255, 0.0025897788068885586, 1.0161454578756517
Banana, Organic Grape Tomatoes, 2, 19589, 0.004507434655543312, 1.8322841936007377
Banana, Apple Honeycrisp Organic, 2, 17839, 0.004104759141366948, 1.6840058278470642
Banana, Seedless Red Grapes, 2, 25756, 0.005926463167500819, 2.446059173521128
Banana, Organic Cucumber, 2, 13371, 0.0030766710286012364, 1.2958878872026702
Banana, Honeycrisp Apple, 2, 29639, 0.006819942608384717, 2.930638825167772
Banana, Organic Baby Carrots, 2, 17493, 0.004025144439706935, 1.790417011151076
Banana, Sparkling Water Grapefruit, 2, 16454, 0.003786070234433082, 1.7105967265220996
Banana, Organic Half & Half, 2, 13646, 0.003139948609400379, 1.4229620112348562
Banana, Organic Large Extra Fancy Fuji Apple, 2, 13531, 0.003113487075611647, 1.4281427366124375
Banana, Yellow Onions, 2, 22239, 0.005117200434153235, 2.381623906916742
Banana, Organic Baby Arugula, 2, 15823, 0.003640876949035776, 1.7208488974702376
Banana, Organic Gala Apples, 2, 17641, 0.004059199283191565, 1.9210274814108674
Banana, Fresh Cauliflower, 2, 14801, 0.00340571444875678, 1.6425944804074215
Banana, Original Hummus, 2, 18861, 0.004339921641645944, 2.0949455459740802
Banana, Organic Cilantro, 2, 11638, 0.0026779072194197287, 1.3125206531524356
Banana, Half & Half, 2, 16013, 0.0036845960048606384, 1.8414463813043842
Banana, Asparagus, 2, 15738, 0.0036213184240614957, 1.8222860310476217
Banana, Organic Red Onion, 2, 12077, 0.002778921248404542, 1.405236061635428
Banana, Organic Small Bunch Celery, 2, 11036, 0.0025393868425430594, 1.285743392082588
Banana, Michigan Organic Kale, 2, 16076, 0.0036990923233709877, 1.889977817576444
Banana, Organic Tomato Cluster, 2, 11691, 0.002690102534991927, 1.4412778379907831
Banana, Organic Blackberries, 2, 15378, 0.003538482318288072, 1.9615045023303523
Banana, 100% Whole Wheat Bread, 2, 15746, 0.0036231592264120162, 2.0553820289466236
Banana, Organic Italian Parsley Bunch, 2, 9567, 0.0022013695109287285, 1.250657803343176
Banana, Organic Whole String Cheese, 2, 14978, 0.003446442200762046, 2.0009439962967064
Banana, Organic Granny Smith Apple, 2, 12363, 0.0028447299324356507, 1.666544675507416
Banana, Raspberries, 2, 10418, 0.002397184860965349, 1.4088981562884335
Banana, Organic Unsweetened Almond Milk, 2, 10952, 0.002520058417862594, 1.5020230134193784
Banana, Organic Red Bell Pepper, 2, 10895, 0.002506942701115135, 1.4990218457957327
Banana, Spring Water, 2, 5895, 0.0013564412320398091, 0.8328636072358603
Banana, Blueberries, 2, 17002, 0.003912165195443738, 2.403867137143129
Banana, Red Peppers, 2, 15823, 0.003640876949035776, 2.2404012319526587
Banana, Green Bell Pepper, 2, 11214, 0.002580344694842141, 1.59273357089541
Banana, Organic Peeled Whole Baby Carrots, 2, 15237, 0.003506038176860148, 2.170634887099374
Banana, Red Vine Tomato, 2, 15873, 0.0036523819637265297, 2.3086642754681015
Banana, Organic Garnet Sweet Potato (Yam), 2, 11621, 0.0026739955144248722, 1.7564639267537416
Banana, Organic Ginger Root, 2, 8607, 0.0019804732288662657, 1.3108431219792538
Banana, Spinach, 2, 6013, 0.001383593066709987, 0.9268290401726613
Banana, Hass Avocados, 2, 5363, 0.0012340278757301945, 0.8416302265638809
Banana, Boneless Skinless Chicken Breasts, 2, 14983, 0.0034475927022311215, 2.357070171189807
Banana, Extra Virgin Olive Oil, 2, 9475, 0.0021802002838977423, 1.4918824160696016
Banana, Small Hass Avocado, 2, 15329, 0.003527207403891134, 2.4228364654348176
Banana, Organic Kiwi, 2, 10951, 0.0025198283175687786, 1.7342954949276634
Banana, Unsweetened Almondmilk, 2, 9835, 0.002263036389671166, 1.566075664889713
Banana, Organic D'Anjou Pears, 2, 11129, 0.0025607861698678605, 1.8045630312882246
Banana, Organic Reduced Fat 2% Milk, 2, 9361, 0.002153968850402825, 1.56196732982729
Banana, Lime Sparkling Water, 2, 10170, 0.002340119988099213, 1.7271091566422965
Banana, Bunched Cilantro, 2, 11797, 0.002714493166136324, 2.048251945472273
Banana, Grated Parmesan, 2, 9575, 0.002203210313279249, 1.6808065585178167
Banana, Broccoli Crown, 2, 14767, 0.0033978910387670674, 2.7049513593606918
Banana, Organic Lacinato (Dinosaur) Kale, 2, 7869, 0.0018106592120307478, 1.446166161718896
Banana, Sparkling Natural Mineral Water, 2, 5908, 0.001359432535859405, 1.087981830082991
Banana, Organic Navel Orange, 2, 6958, 0.0016010378443652234, 1.2823754611771738
Banana, Red Onion, 2, 11226, 0.0025831058983679218, 2.0793977280299942
Banana, Jalapeno Peppers, 2, 9430, 0.0021698457706760647, 1.7473916164924204
Banana, Uncured Genoa Salami, 2, 9330, 0.002146835741294558, 1.7767777333141772
Banana, Large Alfresco Eggs, 2, 6413, 0.001475633184236013, 1.2497867332540602
Banana, Roma Tomato, 2, 11566, 0.002661339998265044, 2.259847311608552
Banana, Organic Grade A Free Range Large Brown Eggs, 2, 8417, 0.0019367541730414036, 1.6584576991888413
Banana, Clementines, Bag, 2, 12872, 0.002961850981987519, 2.567511793511477
Banana, Orange Bell Pepper, 2, 10624, 0.0024445855214912525, 2.1320714524148094
Banana, Grape White/Green Seedless, 2, 11285, 0.0025966818157030103, 2.2957045805006566
Banana, Organic Broccoli, 2, 6539, 0.0015046258212567112, 1.3343456033611845
Banana, Organic Black Beans, 2, 7272, 0.001673289336623154, 1.513766927758415
Banana, Organic Bartlett Pear, 2, 8045, 0.0018511568637421994, 1.713248003273221
Banana, 2% Reduced Fat Milk, 2, 9744, 0.002242097262933995, 2.078018158449612
Banana, Garlic, 2, 8801, 0.0020251126858663888, 1.8814909399315372
Banana, Shredded Parmesan, 2, 8466, 0.0019480290874383417, 1.8505961870883956
Banana, Granny Smith Apples, 2, 12426, 0.002859226250946, 2.725112328429184
Banana, Organic Carrot Bunch, 2, 5140, 0.001182715510209435, 1.1273594873837163
Banana, Unsalted Butter, 2, 8516, 0.001959534102129095, 1.8909774289620167
Banana, Whole Milk, 2, 8998, 0.0020704424437479564, 2.005247791505842
Banana, Organic Reduced Fat Milk, 2, 10930, 0.0025149962113986623, 2.4423439066554242
Banana, Bartlett Pears, 2, 14148, 0.003255458956895542, 3.182912681494538
Banana, Unsweetened Original Almond Breeze Almond Milk, 2, 10072, 0.0023175701593053364, 2.301879345696007
Banana, Organic Romaine Lettuce, 2, 6853, 0.0015768773135146417, 1.5670707020738053
Banana, Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, 2, 7879, 0.0018129602149688985, 1.8258592352499088
Banana, Organic Broccoli Florets, 2, 5610, 0.0012908626483025157, 1.349508610206277
Banana, Sparkling Lemon Water, 2, 6991, 0.0016086311540611205, 1.683532662214955
Banana, Feta Cheese Crumbles, 2, 8188, 0.0018840612057577535, 1.9957638282475154
Banana, Organic Russet Potato, 2, 5412, 0.0012453027901271328, 1.3227349110185942
Banana, Organic Large Brown Grade AA Cage Free Eggs, 2, 6131, 0.0014107449013801645, 1.5194701904590482
Banana, Organic Baby Broccoli, 2, 5221, 0.0012013536340084552, 1.297806335010993
Banana, Organic Spring Mix, 2, 5423, 0.0012478338933590983, 1.3485472940818921
Banana, Organic Whole Strawberries, 2, 6757, 0.0015547876853083953, 1.7045602148294625
Banana, Whipped Cream Cheese, 2, 7965, 0.001832748840236994, 2.0334562273303103
Banana, Vanilla Almond Breeze Almond Milk, 2, 8973, 0.00206468993640258, 2.2949223245778243
Banana, Italian Sparkling Mineral Water, 2, 5681, 0.0013071997691633853, 1.459443830605006
Banana, Sharp Cheddar Cheese, 2, 7199, 0.0016564920151746541, 1.8868969007253902
Banana, Organic Garbanzo Beans, 2, 6476, 0.001490129502746362, 1.7102355976100019
Banana, Frozen Organic Wild Blueberries, 2, 5696, 0.0013106512735706112, 1.5152238187253533
Banana, Total 2% with Strawberry Lowfat Greek Strained Yogurt, 2, 9105, 0.0020950631751861684, 2.43023130911426
Banana, Russet Potato, 2, 8028, 0.0018472451587473431, 2.1521804626406107
Banana, Fat Free Milk, 2, 7167, 0.001649128805772572, 1.9317949113079986
Banana, Organic Roma Tomato, 2, 5342, 0.0012291957695600782, 1.4421487550142837
Banana, Organic Extra Firm Tofu, 2, 7597, 0.00174807193211305, 2.064924624943156
Banana, Green Beans, 2, 8894, 0.00204651201319119, 2.423937166896214
Banana, Pure Sparkling Water, 2, 6242, 0.0014362860339936368, 1.7136426169451295
Banana, Organic Roasted Turkey Breast, 2, 5503, 0.0012662419168643036, 1.536464284800617
Banana, No Salt Added Black Beans, 2, 9099, 0.002093682573423278, 2.569482710708845
Banana, Organic Coconut Milk, 2, 5119, 0.0011778834040393187, 1.4902073716591517
Banana, Organic Red Radish, Bunch, 2, 5035, 0.0011585549793588531, 1.4674650592330756
Banana, Green Onions, 2, 6685, 0.0015382204641537108, 1.9682768906432848
Banana, Honey Nut Cheerios, 2, 7485, 0.001722300699205763, 2.2055564814148165
Banana, Total 0% Nonfat Greek Yogurt, 2, 7421, 0.0017075742804015985, 2.1936023043641737
Banana, Shredded Mild Cheddar Cheese, 2, 6375, 0.0014668893730710405, 1.8883407563804604
Banana, Red Raspberries, 2, 8304, 0.0019107528398403012, 2.468606181317438
Banana, Ground Turkey Breast, 2, 6518, 0.0014997937150865949, 1.9400457602278964
Banana, Unsweetened Vanilla Almond Milk, 2, 5627, 0.0012947743532973717, 1.6823816127586209
Banana, Organic Fat Free Milk, 2, 6754, 0.00155409738442695, 2.030611342363701
Banana, Total Greek Strained Yogurt, 2, 6230, 0.001433524830467856, 1.8736160955721903
Banana, Total 0% Greek Yogurt, 2, 7746, 0.0017823568758914949, 2.3461544671715497
Banana, Yellow Bell Pepper, 2, 7019, 0.0016150739622879425, 2.171869064284446
Banana, Pineapple Chunks, 2, 6097, 0.0014029214913904523, 1.9299235085411774
Banana, Original Orange Juice, 2, 6064, 0.0013953281816945552, 1.9235426128078799
Banana, Lightly Salted Baked Snap Pea Crisps, 2, 5789, 0.0013320506008954122, 1.838505143667869
Banana, Fresh Ginger Root, 2, 5295, 0.00121838105575077, 1.716488713899707
Banana, Watermelon Chunks, 2, 5876, 0.001352069326457323, 1.9067831736628047
Banana, Cantaloupe, 2, 6463, 0.0014871381989267662, 2.120064074686694
Banana, Gala Apples, 2, 9139, 0.0021028865851758804, 3.0062538830728367
Banana, Organic Romaine, 2, 5060, 0.0011643074867042297, 1.6813260170375266
Banana, Baby Spinach, 2, 5205, 0.0011976720293074142, 1.766410421878959
Banana, Organic Bread with 21 Whole Grains, 2, 5393, 0.0012409308845446464, 1.855588745757959
Banana, Total 2% All Natural Greek Strained Yogurt with Honey, 2, 7005, 0.0016118525581745315, 2.420343686957079
Banana, Boneless Skinless Chicken Breast, 2, 5702, 0.0013120318753335016, 1.9961718714496706
Banana, Shredded Mozzarella, 2, 5628, 0.0012950044535911867, 2.020932913614056
Banana, Cherubs Heavenly Salad Tomatoes, 2, 5479, 0.0012607195098127421, 1.999412106307946
Banana, Large Grapefruit, 2, 5966, 0.0013727783529006788, 2.2044705770750284
Banana, Total 2% Lowfat Greek Strained Yogurt With Blueberry, 2, 6364, 0.0014643582698390747, 2.4494182660542596
Banana, Total 2% Lowfat Greek Strained Yogurt with Peach, 2, 6021, 0.0013854338690605073, 2.4135847288855805
Banana, YoKids Squeezers Organic Low-Fat Yogurt, Strawberry, 2, 5923, 0.001362884040266631, 2.3985755306073058
Banana, Original No Pulp 100% Florida Orange Juice, 2, 5386, 0.0012393201824879411, 2.2005825950230204
Banana, Salted Butter, 2, 5059, 0.0011640773864104146, 2.0869540217788267
Banana, Icelandic Style Skyr Blueberry Non-fat Yogurt, 2, 5296, 0.0012186111560445851, 2.1857069768826087
Banana, Total 2% Greek Strained Yogurt with Cherry 5.3 oz, 2, 5529, 0.0012722245245034953, 2.436906301422126
Banana, Mango Chunks, 2, 5865, 0.0013495382232253572, 2.6196144071907277
Banana, Orange Juice, 2, 5033, 0.001158094778771223, 2.3602207328309643
Banana, Asparation/Broccolini/Baby Broccoli, 2, 6291, 0.001447560948390575, 3.018894901479328
Banana, XL Emerald White Seedless Grapes, 2, 5778, 0.0013295194976634466, 2.9069947150882367
Banana, Large Yellow Flesh Nectarine, 2, 5299, 0.0012193014569260303, 2.7998844384928865
Bag of Organic Bananas, Organic Strawberries, 2, 64702, 0.014887949210422347, 2.5836723583325667
Bag of Organic Bananas, Organic Baby Spinach, 2, 52608, 0.012105116257022949, 2.2999725373622892
Bag of Organic Bananas, Organic Hass Avocado, 2, 64761, 0.014901525127757435, 3.226456043909801
Bag of Organic Bananas, Organic Avocado, 2, 23961, 0.0055134331401027765, 1.4312695535918416
Bag of Organic Bananas, Large Lemon, 2, 20464, 0.004708772412631494, 1.4005183114756592
Bag of Organic Bananas, Strawberries, 2, 18388, 0.004231084202671418, 1.353991092475358
Bag of Organic Bananas, Limes, 2, 21813, 0.005019177708988016, 1.6366899673151274
Bag of Organic Bananas, Organic Whole Milk, 2, 27599, 0.006350538009001983, 2.1266122232782765
Bag of Organic Bananas, Organic Raspberries, 2, 42283, 0.0097293307233824, 3.262870464070076
Bag of Organic Bananas, Organic Yellow Onion, 2, 25574, 0.005884584914026477, 2.390704318707214
Bag of Organic Bananas, Organic Garlic, 2, 22230, 0.005115129531508899, 2.1470452417494537
Bag of Organic Bananas, Carrots, 2, 12979, 0.002986471713425731, 1.282148227049771
Bag of Organic Bananas, Organic Zucchini, 2, 23673, 0.005447164255484038, 2.3809542079323416
Bag of Organic Bananas, Organic Blueberries, 2, 23005, 0.005293457259215574, 2.4103944229102576
Bag of Organic Bananas, Cucumber Kirby, 2, 9938, 0.0022867367199341177, 1.0965907657250988
Bag of Organic Bananas, Organic Fuji Apple, 2, 12062, 0.002775469743997316, 1.428952321033513
Bag of Organic Bananas, Organic Lemon, 2, 23450, 0.0053958518899632785, 2.8279251878520677
Bag of Organic Bananas, Organic Grape Tomatoes, 2, 17470, 0.004019852132949189, 2.1826704160421473
Bag of Organic Bananas, Apple Honeycrisp Organic, 2, 24383, 0.005610535464092734, 3.074502931454471
Bag of Organic Bananas, Seedless Red Grapes, 2, 14436, 0.003321727841514281, 1.8312604000764328
Bag of Organic Bananas, Organic Cucumber, 2, 22802, 0.005246746899571116, 2.9518288373721115
Bag of Organic Bananas, Honeycrisp Apple, 2, 11730, 0.0026990764464507144, 1.549214140588172
Bag of Organic Bananas, Organic Baby Carrots, 2, 16538, 0.003805398659113548, 2.2609323878355516
Bag of Organic Bananas, Sparkling Water Grapefruit, 2, 10484, 0.0024123714803571433, 1.4558540672178804
Bag of Organic Bananas, Organic Half & Half, 2, 14213, 0.003270415475993521, 1.979649858292105
Bag of Organic Bananas, Organic Large Extra Fancy Fuji Apple, 2, 24337, 0.005599950850577241, 3.4310215961315516
Bag of Organic Bananas, Yellow Onions, 2, 7168, 0.0016493589060663871, 1.0253464004250072
Bag of Organic Bananas, Organic Baby Arugula, 2, 12220, 0.0028118255904200965, 1.775169403699976
Bag of Organic Bananas, Organic Gala Apples, 2, 19768, 0.0045486226081362085, 2.8753306800936684
Bag of Organic Bananas, Fresh Cauliflower, 2, 14886, 0.0034252729737310602, 2.2066426264889696
Bag of Organic Bananas, Original Hummus, 2, 13353, 0.003072529223312565, 1.9810779351340855
Bag of Organic Bananas, Organic Cilantro, 2, 14570, 0.0033525612808854998, 2.194835788312272
Bag of Organic Bananas, Half & Half, 2, 10494, 0.002414672483295294, 1.611914945737844
Bag of Organic Bananas, Asparagus, 2, 11331, 0.0026072664292185036, 1.7524673393759813
Bag of Organic Bananas, Organic Red Onion, 2, 13953, 0.003210589399601604, 2.1685652909468827
Bag of Organic Bananas, Organic Small Bunch Celery, 2, 16139, 0.003713588641881337, 2.5115042589046155
Bag of Organic Bananas, Michigan Organic Kale, 2, 12347, 0.0028410483277346095, 1.938897478021218
Bag of Organic Bananas, Organic Tomato Cluster, 2, 15695, 0.003611424111427448, 2.584473338847429
Bag of Organic Bananas, Organic Blackberries, 2, 11045, 0.002541457745187395, 1.8817843879842566
Bag of Organic Bananas, 100% Whole Wheat Bread, 2, 11247, 0.002587938004538038, 1.9609823789995748
Bag of Organic Bananas, Organic Italian Parsley Bunch, 2, 11316, 0.0026038149248112773, 1.9759245181376763
Bag of Organic Bananas, Organic Whole String Cheese, 2, 14995, 0.0034503539057569024, 2.6757298618508463
Bag of Organic Bananas, Organic Granny Smith Apple, 2, 14989, 0.003448973303994012, 2.6988605112887862
Bag of Organic Bananas, Raspberries, 2, 9519, 0.0021903246968256055, 1.7194963675129054
Bag of Organic Bananas, Organic Unsweetened Almond Milk, 2, 14334, 0.003298257611545144, 2.625821741978758
Bag of Organic Bananas, Organic Red Bell Pepper, 2, 13606, 0.0031307445976477767, 2.5004943768853605
Bag of Organic Bananas, Spring Water, 2, 10159, 0.002337588884867247, 1.917148370003639
Bag of Organic Bananas, Blueberries, 2, 6389, 0.0014701107771844513, 1.2065852857148536
Bag of Organic Bananas, Red Peppers, 2, 7580, 0.001744160227118194, 1.4335764846672268
Bag of Organic Bananas, Green Bell Pepper, 2, 10540, 0.002425257096810787, 1.9995758426662373
Bag of Organic Bananas, Organic Peeled Whole Baby Carrots, 2, 11626, 0.002675146015893948, 2.2122403945322975
Bag of Organic Bananas, Red Vine Tomato, 2, 7262, 0.0016709883336850032, 1.4108235458040823
Bag of Organic Bananas, Organic Garnet Sweet Potato (Yam), 2, 13333, 0.003067927217436264, 2.6917721845435905
Bag of Organic Bananas, Organic Ginger Root, 2, 11207, 0.002578733992785435, 2.279832690954326
Bag of Organic Bananas, Hass Avocados, 2, 11732, 0.0026995366470383446, 2.459236352705703
Bag of Organic Bananas, Boneless Skinless Chicken Breasts, 2, 5124, 0.0011790339055083939, 1.0767070125730436
Bag of Organic Bananas, Extra Virgin Olive Oil, 2, 7253, 0.0016689174310406678, 1.5254140500573181
Bag of Organic Bananas, Small Hass Avocado, 2, 7771, 0.0017881093832368715, 1.640596853944637
Bag of Organic Bananas, Organic Kiwi, 2, 15058, 0.0034648502242672513, 3.1853070144230364
Bag of Organic Bananas, Unsweetened Almondmilk, 2, 10967, 0.0025235099222698197, 2.3326034226740164
Bag of Organic Bananas, Organic D'Anjou Pears, 2, 15509, 0.0035686254567778458, 3.3590339847262523
Bag of Organic Bananas, Organic Reduced Fat 2% Milk, 2, 10293, 0.0023684223242384657, 2.294068394337774
Bag of Organic Bananas, Lime Sparkling Water, 2, 6328, 0.0014560746592617324, 1.4354233031143355
Bag of Organic Bananas, Grated Parmesan, 2, 8241, 0.001896256521329952, 1.932295549911285
Bag of Organic Bananas, Organic Lacinato (Dinosaur) Kale, 2, 9789, 0.002252451776155673, 2.402988358335541
Bag of Organic Bananas, Sparkling Natural Mineral Water, 2, 7773, 0.0017885695838245016, 1.911985135999174
Bag of Organic Bananas, Organic Navel Orange, 2, 14744, 0.003392598732009321, 3.6296168714410952
Bag of Organic Bananas, Jalapeno Peppers, 2, 5177, 0.0011912292210805924, 1.2813607246364083
Bag of Organic Bananas, Uncured Genoa Salami, 2, 7971, 0.0018341294419998845, 2.027584471775721
Bag of Organic Bananas, Large Alfresco Eggs, 2, 9612, 0.0022117240241504065, 2.502091114446504
Bag of Organic Bananas, Organic Grade A Free Range Large Brown Eggs, 2, 9124, 0.0020994350807686545, 2.401303403592801
Bag of Organic Bananas, Clementines, Bag, 2, 6424, 0.0014781642874679786, 1.7115383570576637
Bag of Organic Bananas, Orange Bell Pepper, 2, 5145, 0.0011838660116785104, 1.3791571662861257
Bag of Organic Bananas, Grape White/Green Seedless, 2, 7693, 0.0017701615603192963, 2.0903781535335906
Bag of Organic Bananas, Organic Broccoli, 2, 10129, 0.0023306858760527953, 2.760821007576358
Bag of Organic Bananas, Organic Black Beans, 2, 9028, 0.0020773454525624085, 2.5102176625351134
Bag of Organic Bananas, 100% Raw Coconut Water, 2, 9183, 0.0021130109981037436, 2.573210563252109
Bag of Organic Bananas, Organic Bartlett Pear, 2, 11044, 0.0025412276448935796, 3.1414870373887904
Bag of Organic Bananas, Shredded Parmesan, 2, 6606, 0.0015200425409423205, 1.9287975975050746
Bag of Organic Bananas, Organic Carrot Bunch, 2, 9791, 0.0022529119767433032, 2.8684087839212613
Bag of Organic Bananas, Organic Reduced Fat Milk, 2, 6545, 0.0015060064230196016, 1.9534891079153927
Bag of Organic Bananas, Organic Romaine Lettuce, 2, 6604, 0.0015195823403546904, 2.017110137620295
Bag of Organic Bananas, Organic Sticks Low Moisture Part Skim Mozzarella String Cheese, 2, 8201, 0.0018870525095773495, 2.5385030650260356
Bag of Organic Bananas, Pure Irish Butter, 2, 6124, 0.001409134199323459, 1.904543766499939
Bag of Organic Bananas, Organic Broccoli Florets, 2, 7573, 0.0017425495250614886, 2.4332988090024474
Bag of Organic Bananas, Feta Cheese Crumbles, 2, 5131, 0.0011806446075650994, 1.6705059080202511
Bag of Organic Bananas, Organic Russet Potato, 2, 8042, 0.0018504665628607541, 2.625389748340145
Bag of Organic Bananas, Organic Large Brown Grade AA Cage Free Eggs, 2, 7697, 0.0017710819614945566, 2.5479860324340575
Bag of Organic Bananas, Organic Baby Broccoli, 2, 7428, 0.001709184982458304, 2.4662822641981226
Bag of Organic Bananas, Organic Spring Mix, 2, 5931, 0.0013647248426171515, 1.9700134429520493
Bag of Organic Bananas, Organic Whole Strawberries, 2, 8795, 0.0020237320841034983, 2.963527493343863
Bag of Organic Bananas, Whipped Cream Cheese, 2, 6496, 0.0014947315086226633, 2.215183727059349
Bag of Organic Bananas, Clementines, 2, 7818, 0.0017989240970461796, 2.672289024301201
Bag of Organic Bananas, Italian Sparkling Mineral Water, 2, 5634, 0.0012963850553540772, 1.9332771885172515
Bag of Organic Bananas, Organic Garbanzo Beans, 2, 5715, 0.0013150231791530975, 2.0159512448084316
Bag of Organic Bananas, Frozen Organic Wild Blueberries, 2, 8526, 0.0019618351050672456, 3.0294711743548377
Bag of Organic Bananas, Total 2% with Strawberry Lowfat Greek Strained Yogurt, 2, 5087, 0.0011705201946372364, 1.8136107749309616
